groupName,customereducationalqualification,spouseeducationalqualification,familymemberscount,age,everDefault,everNPA,groupSize,maxRelCatProp,casteSimilarityProp,occupationHomogeneity,ownAsset,maritalStatus,ownHouse,farmerCategory,totalLand,min_age,max_age,var_age,dif_age,avg_expenditure,min_familymemberscount,max_familymemberscount,avg_familymemberscount,var_familymemberscount,dif_familymemberscount,log_minTotalAssets,logMaxAssets,logAvgAssets,avg_totalLand,var_totalLand,ownAssetProp,marriedProp,ownHouseProp,landFarmerProp,branchNameLC1,categoryLC1,districtnameLC1,villagetypeLC1,villagetypeLC2,"('category', 'GEN')","('category', 'OBC')","('category', 'SC')","('category', 'ST')",logIncome,logExpend,casteHomogeneity
KISHANVADI C48 G1,1.75,0,5.25,37.875,0.25,0.125,8,87.5,0.125,87.5,0,0.75,1,0,0,28,52,75.267853,24,3500,4,8,5.25,2.5,4,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,1,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C49 G1,1.125,0,3.5,34.625,0.375,0.125,8,100,0.5,87.5,0,0.875,1,0,0,26,50,85.696426,24,3500,2,6,3.5,1.4285713,4,5.447158031,5.462397998,5.45484486,0,0,0,0.875,1,0,22,1,18,1,2,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C50 G1,1,0,4.166666667,41,0,0,6,100,1,66.666664,0,0.666666667,1,0,0,30,53,54.800003,23,3500,3,6,4.1666665,1.3666667,3,5.447158031,5.447158031,5.447158031,0,0,0,0.66666669,1,0,22,1,18,2.333333333,1.333333333,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C52 G1,1.125,0,5.25,43,0.375,0.25,8,100,0.25,62.5,0,0.625,1,0,0,27,54,120.85714,27,3500,4,8,5.25,1.642857,4,5.447158031,5.447158031,5.447158031,0,0,0,0.625,1,0,22,1,33,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C6 G1,1.8,3,5,43,0,0,5,100,0.40000001,100,0,0.4,1,0,0,32,53,70.500008,21,3500,3,8,5,4,5,5.447158031,6.387389826,5.852479994,0,0,0,0.40000001,1,0,22,1,11.2,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C63 G1,1,0,4,40.6,0.4,0.2,5,60,0.2,60,0,0.6,1,0,0,29,54,120.80001,25,3500,4,4,4,0,0,5.447158031,5.447158031,5.447158031,0,0,0,0.60000002,1,0,22,1,28.8,3.4,1.2,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C63 G2,1.8,0,5.6,32.2,0.6,0.4,5,80,0.2,100,0,1,1,0,0,25,42,46.200001,17,3500,5,6,5.5999999,0.30000001,1,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,28.8,3.4,1.2,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C64 G1,2.2,0,5.6,39.8,0.6,0.6,5,60,0.2,80,0,0.8,1,0,0,34,48,32.199997,14,3500,5,7,5.5999999,0.79999995,2,5.447158031,5.447158031,5.447158031,0,0,0,0.80000001,1,0,22,1,25.8,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C65 G1,0.75,0,4.25,41.25,0.25,0,4,100,0.75,75,0,0.25,1,0,0,25,54,160.91666,29,3500,3,7,4.25,3.5833335,4,5.447158031,5.447158031,5.447158031,0,0,0,0.25,1,0,22,1,27.75,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C67 G1,1,0,4.142857143,37.57142857,0.285714286,0,7,100,0.85714287,85.714287,0,0.857142857,1,0,0,29,47,36.952381,18,3500,3,6,4.1428571,1.1428571,3,5.447158031,5.462397998,5.449368169,0,0,0,0.85714287,1,0,22,1,22.42857143,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C69 G1,0.8,0,6.6,39,1,0,5,60,0.2,80,0,0.8,1,0,0,31,46,46.5,15,3500,6,7,6.5999999,0.30000001,1,5.447158031,5.447158031,5.447158031,0,0,0,0.80000001,1,0,22,1,15,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C7 G1,1,0,3.4,39,0.6,0.2,5,80,0.2,80,0,1,1,0,0,30,51,85.5,21,3500,3,5,3.4000001,0.79999995,2,5.380211242,5.447158031,5.434568904,0,0,0,1,1,0,22,1.4,18,5,0,0.8,0.2,0,0,8.9871969,8.1605186,0
KISHANVADI C7 G2,1.4,1.2,6.4,37.4,0.4,0.2,5,80,0.2,80,0.2,1,1,0,0,29,50,83.300003,21,3300,4,9,6.4000001,4.3000002,5,5.278753601,5.447158031,5.418301291,0,0,0.2,1,1,0,22,1.4,18,5,0,0.8,0.2,0,0,8.9871969,8.1605186,0
KISHANVADI C70 G1,2,0,4.5,36,1,0.5,4,75,0.25,75,0,0.75,1,0,0,25,52,134,27,3500,4,6,4.5,1,2,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,33,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C71 G1,1,0,5,41.25,0.5,0,4,100,0.5,50,0,0.5,1,0,0,23,50,152.25,27,3500,4,6,5,0.66666669,2,5.447158031,5.447158031,5.447158031,0,0,0,0.5,1,0,22,1,5.25,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C72 G1,2.5,1,2.75,39,0,0,4,75,0.75,75,0,0.75,1,0,0,30,47,86,17,3500,0,4,2.75,3.5833335,4,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,21.25,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C73 G1,1.333333333,0,5.666666667,33.16666667,0,0,6,66.666664,0.83333331,100,0,1,1,0,0,28,39,17.366665,11,3500,4,7,5.6666665,1.4666667,3,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,26,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C74 G1,1.4,0,4.6,38,0.8,0.2,5,100,0.60000002,80,0,0.8,1,0,0,24,54,162.00002,30,3500,3,7,4.5999999,2.3,4,5.447158031,5.447158031,5.447158031,0,0,0,0.80000001,1,0,22,1,30.8,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C75 G1,1.166666667,0,4.5,37.66666667,0.333333333,0.333333333,6,100,0.66666669,83.333336,0,0.833333333,1,0,0,26,50,81.866669,24,3500,4,6,4.5,0.69999999,2,5.447158031,5.447158031,5.447158031,0,0,0,0.83333331,1,0,22,1,33,4.333333333,0.333333333,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C77 G1,1,0,5.2,39,0.4,0.2,5,100,1,100,0,1,1,0,0,30,43,29,13,3500,4,7,5.1999998,1.7,3,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,1,5,0,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C84 G1,1.5,0,4.875,35,0,0,8,87.5,0.75,87.5,0,0.875,1,0,0,26,48,53.142857,22,3500,4,6,4.875,0.6964286,2,5.447158031,5.447158031,5.447158031,0,0,0,0.875,1,0,22,1,28.5,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C85 G1,1,0,4.8,37.2,0,0,5,60,0.2,80,0,0.8,1,0,0,21,49,206.7,28,3500,4,5,4.8000002,0.19999999,1,5.447158031,5.447158031,5.447158031,0,0,0,0.80000001,1,0,22,1,22,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C85 G2,1,0,4.25,35.25,0,0,4,50,0.25,100,0,1,1,0,0,29,42,28.916666,13,3500,3,5,4.25,0.91666663,2,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,20.5,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C87 G1,0.8,0.25,4.4,41,0.8,0.4,5,100,1,80,0,0.8,1,0,0,34,48,31,14,3500,3,5,4.4000001,0.79999995,2,5.380211242,5.447158031,5.434568904,0,0,0,0.80000001,1,0,22,1,30.2,5,0,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C88 G1,1.666666667,0,4.222222222,41.11111111,0,0,9,88.888885,0.55555558,77.777779,0,0.777777778,1,0,0,28,53,64.861107,25,3500,3,6,4.2222223,1.6944443,3,5.447158031,5.447158031,5.447158031,0,0,0,0.77777779,1,0,22,1,4.111111111,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C89 G1,1.25,0,5,34.5,0.375,0.125,8,100,0.75,87.5,0,0.875,1,0,0,22,51,97.428574,29,3500,5,5,5,0,0,5.447158031,5.447158031,5.447158031,0,0,0,0.875,1,0,22,1,1,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C93 G1,1,0,4.5,37.5,0,0,4,75,0.25,75,0,0.75,1,0,0,22,52,192.99998,30,3500,3,5,4.5,1,2,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,27.75,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C96 G1,1.666666667,0,5,41.5,0,0,6,50,0.16666667,83.333336,0,0.833333333,1,0,0,31,54,71.500008,23,3583.3333,5,5,5,0,0,5.380211242,5.447158031,5.436692608,0,0,0,0.83333331,1,0,22,1.333333333,12,5,0,0.833333333,0.166666667,0,0,8.9871969,8.1605186,0
KISHANVADI C98 G1,1.5,0.333333333,3.75,37,0.25,0.25,4,50,0.75,75,0,0.75,1,0,0,24,53,171.33333,29,3750,2,5,3.75,2.25,3,5.079181246,5.447158031,5.301029996,0,0,0,0.75,1,0,22,2,16,5,0,0.5,0.5,0,0,8.9871969,8.22728395,0
KISHANVADI C99 G1,1,0.25,4.8,43,0,0,5,80,0.80000001,80,0,0.8,1,0,0,31,54,116.49999,23,3600,4,5,4.8000002,0.19999999,1,5.079181246,5.447158031,5.394451681,0,0,0,0.80000001,1,0,22,1.4,23.8,5,0,0.8,0.2,0,0,8.9871969,8.1605186,0
KOEL NAGAR C1 G1,1,1,4,39,0,0,4,100,0.75,75,1,1,1,0,1,34,43,15.333334,9,3100,3,5,4,0.66666669,2,5.474216264,5.475671188,5.474580452,1,0,1,1,1,0,23,1,33,5,0,1,0,0,0,8.9871969,8.0391569,0
KOEL NAGAR C2 G1,1,1,3.571428571,41.57142857,0,0,7,85.714287,0.2857143,28.571428,1,0.714285714,1,0,1,26,51,79.952377,25,3128.5715,2,5,3.5714285,1.6190476,3,5.29666519,5.29666519,5.29666519,1,0,1,0.71428573,1,0,23,1.571428571,20.28571429,5,0,0.857142857,0,0,0.142857143,8.9871969,8.0391569,0
KOHINAR C1 G1,2,2.5,1.5,31,0,0,4,100,0.75,25,1,1,1,0,0,29,33,4,4,1000,0,3,1.5,4.4999995,3,0,4.954242509,4.77815125,0,0,0.75,1,0.75,0,26,1,1,3.666666667,0.666666667,1,0,0,0,8.2940493,6.9077554,0
KOHINAR C1 G2,2,3,2,35,0,0,5,100,0.40000001,60,1,1,1,0,0,28,42,35.333332,14,1000,0,4,2,5.333333,4,4.954242509,5.954242509,5.46612587,0,0,0.80000001,1,0.80000001,0,26,1,1,4,0.5,1,0,0,0,8.2940493,6.9077554,0
KOILAPADA C1 G1,1,1,3.625,28.25,0,0,8,75,0.5,100,1,1,1,0.125,0.525000009,20,44,70.785713,24,2312.5,3,4,3.625,0.26785713,1,4.875061263,4.929418926,4.90982337,0.52500004,0.35642856,1,1,1,0.125,10,2.5,21,5,0,0.25,0.75,0,0,8.9871969,7.8240461,0
KOILAPADA C3 G1,1.25,1,3.75,32.75,0,0,8,100,0.625,87.5,1,1,1,0.375,1.125000002,28,42,25.642857,14,2437.5,3,4,3.75,0.21428572,1,4.929418926,4.977723605,4.935759104,1.125,1.1621428,1,1,1,0.375,10,3,6,5,0,0,1,0,0,9.0118895,7.8240461,0
KOILAPADA C4 G1,1,1,4,30,0,0,6,100,0.83333331,100,1,1,1,0.5,1.116666668,22,54,145.60001,32,2500,4,4,4,0,0,4.84509804,4.929418926,4.889301703,1.1166667,0.93766659,1,1,1,0.5,10,3,21,5,0,0,1,0,0,9.0118895,7.8240461,0
KOILAPADA C5 G1,1,0.142857143,4,37.14285714,0,0,7,100,0.5714286,100,1,1,1,0.285714286,0.72857143,26,54,91.809532,28,2500,4,4,4,0,0,4.875061263,4.929418926,4.914569814,0.72857141,0.7557143,1,1,1,0.2857143,10,3,18,5,0,0,1,0,0,9.0118895,7.8240461,0
KOILAPADA C6 G1,1,1.666666667,4,34.16666667,0,0,6,100,0.5,100,1,1,1,0.333333333,1.183333338,23,54,158.96666,31,2500,4,4,4,0,0,4.903089987,4.929418926,4.925140114,1.1833334,1.9816668,1,1,1,0.33333334,10,3,29,5,0,0,1,0,0,9.0118895,7.8240461,0
KOILAPADA C7 G1,1.5,0,4,37.5,0,0,4,100,0.5,100,1,1,1,0.5,1.650000005,24,54,153.66667,30,2500,4,4,4,0,0,4.875061263,4.929418926,4.903089987,1.65,2.4300001,1,1,1,0.5,10,3,26,5,0,0,1,0,0,9.0118895,7.8240461,0
KOILAPADA C9 G1,1,0,4,35.5,0,0,4,100,0.75,75,1,1,1,0.25,0.975000007,28,53,137.66666,25,2500,4,4,4,0,0,4.875061263,4.929418926,4.903089987,0.97500002,1.8225001,1,1,1,0.25,10,3,9.25,4,0.5,0,1,0,0,9.0118895,7.8240461,0
KOLABIRA C1 G1,2.2,2.6,3.4,38,0,0,5,80,0.60000002,60,1,1,1,0.8,1.4,22,52,128.5,30,2480,3,4,3.4000001,0.30000001,1,5.155336037,5.190331698,5.170261715,1.4,0.049999997,1,1,1,0.80000001,34,4.2,25.2,3.4,0.8,0.2,0,0,0.8,9.0240107,8.0063677,0
KOLABIRA C2 G1,1.8,3,3.8,36.4,0,0,5,60,0.60000002,80,1,0.8,1,0.8,1.4,31,41,20.800001,10,2580,3,4,3.8,0.19999999,1,5.155336037,5.28780173,5.197004728,1.4,0.049999997,1,0.80000001,1,0.80000001,34,4,16.4,2.6,1.2,0,0.2,0.2,0.6,9.0240107,7.8240461,0
KOLABIRA C3 G1,2.5,3,4.25,30.5,0,0,4,50,0.25,25,1,1,1,0.25,1.125,24,45,98.999992,21,2725,4,5,4.25,0.25,1,5.170261715,5.206825876,5.191031609,1.125,0.0625,1,1,1,0.25,34,3.25,8.5,5,0,0.25,0,0.25,0.5,9.0240107,7.89825605,0
KOLABIRA C5 G1,1.857142857,2.666666667,4,45.85714286,0,0,7,57.142857,0.5714286,71.428574,1,0.857142857,1,1,1.5,36,54,36.142857,18,2757.1428,4,4,4,0,0,5.155336037,5.926856709,5.388912773,1.5,0,1,0.85714287,1,1,34,3,24.71428571,5,0,0,0.571428571,0.285714286,0.142857143,9.0240107,7.9373746,0
KOLABIRA1 C2 G1,0.5,0,3.25,38.75,0,0,4,100,1,75,0,0.75,1,0,0,30,48,62.25,18,4000,3,4,3.25,0.25,1,5.230448921,5.278753601,5.267171728,0,0,0,0.75,1,0,1,2,33,5,0,0,0,1,0,8.9871969,8.2940493,1
KOLABIRA1 C3 G1,0.166666667,0,3.166666667,33.16666667,0,0,6,66.666664,0.83333331,100,0,0.833333333,1,0,0.166666667,27,48,69.366676,21,4000,3,4,3.1666667,0.16666667,1,5.278753601,5.278753601,5.278753601,0.16666667,0.16666667,0,0.83333331,1,0,1,2.333333333,26.66666667,5,0,0,0.333333333,0.666666667,0,8.9871969,8.2940493,0
KOLAVANA C1 G1,1,1,4.75,39.75,0,0,4,50,0.25,75,0,0.75,1,0,0,28,46,65.583328,18,3150,4,5,4.75,0.25,1,5.079181246,5.161368002,5.101231387,0,0,0,0.75,1,0,19,2.5,11,3,1,0.5,0.25,0,0.25,9.0118895,8.0709057,0
KONKORIA C1 G1,1.142857143,1.142857143,5.285714286,45,0,0,7,100,1,42.857143,1,1,1,0.857142857,2.714285714,36,58,52.333332,22,3800,3,8,5.2857141,2.9047618,5,5.049218023,5.278753601,5.191371135,2.7142856,1.2380952,1,1,1,0.85714287,18,2,15.28571429,4.428571429,0.285714286,0,0,1,0,8.974618,8.1605186,1
KOSAMADI C1 G1,1.75,1.5,4.5,32.5,0,0,4,50,0.25,75,0,1,1,0,0,23,46,131,23,2650,4,5,4.5,0.33333331,1,5.531478917,5.653212514,5.612783857,0,0,0,1,1,0,19,3.5,17,5,0,0.25,0.25,0,0.5,9.0179501,7.88213705,0
KOSAMADI C2 G1,2,2.166666667,3.857142857,35.42857143,0,0,7,71.428574,0.14285715,42.857143,0,0.857142857,1,0,0,28,48,63.952377,20,2528.5715,3,4,3.8571429,0.14285713,1,5.653212514,5.698970004,5.673415889,0,0,0,0.85714287,1,0,19,3.857142857,33,5,0,0.285714286,0,0,0.714285714,9.0240107,7.8240461,0
KOSAMADI C3 G1,1.75,2.75,3.75,30.75,0,0,4,50,0.75,50,0,1,1,0.25,1.25,28,36,12.916667,8,2500,3,4,3.75,0.25,1,5.602059991,5.698970004,5.665111737,1.25,6.25,0,1,1,0.25,19,3.25,17,5,0,0.25,0,0.25,0.5,9.0240107,7.8240461,0
KOTGAON C1 G1,1,1,4.166666667,34.5,0,0,6,100,0.5,66.666664,1,1,1,0.5,1.666666667,27,49,79.499992,22,1916.6666,3,6,4.1666665,0.9666667,3,5.079181246,5.079181246,5.079181246,1.6666666,0.66666669,1,1,1,0.5,32,5,10,5,0,0,0,0,1,8.922658,7.495542,0
KOTHARA C6 G1,1,1,5.5,39.33333333,0,0,6,100,0.5,83.333336,1,1,1,0,0,28,53,120.26666,25,3500,3,9,5.5,3.8999999,6,5.255272505,5.447158031,5.377184781,0,0,1,1,1,0,7,1,8.5,3,1,1,0,0,0,8.9871969,8.1605186,0
KOTHAV C1 G1,1,1,4.333333333,35,0,0,6,83.333336,0.66666669,100,1,1,1,0,0,24,46,61.599998,22,3500,4,5,4.3333335,0.26666665,1,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,7,1.666666667,31.33333333,5,0,0.833333333,0,0,0.166666667,8.9871969,8.1605186,0
KOTHI C1 G1,0.857142857,1,4.428571429,37.42857143,0,0,7,71.428574,0.85714287,28.571428,0,0.714285714,1,0,0,23,55,136.28572,32,3000,3,6,4.4285712,1.2857141,3,5.079181246,5.161368002,5.128029832,0,0,0,0.71428573,1,0,19,3.857142857,21.42857143,5,0,0.285714286,0,0,0.714285714,9.0118895,8.0063677,0
KOTHI C2 G1,1.25,1,3.75,34.25,0,0,4,100,1,25,0,0.75,1,0,0,29,43,38.25,14,3000,2,5,3.75,1.5833335,3,5.161368002,5.161368002,5.161368002,0,0,0,0.75,1,0,19,5,24.25,5,0,0,0,0,1,9.0118895,8.0063677,1
KOTHIYAKHAD C3 G1,0.142857143,1,4.714285714,31.42857143,0,0,7,100,0.85714287,100,1,1,1,0,0,27,38,18.619049,11,3500,3,5,4.7142859,0.57142854,2,5.40654018,5.40654018,5.40654018,0,0,1,1,1,0,5,1,13.14285714,5,0,1,0,0,0,8.9871969,8.1605186,0
KUAMANIA C1 G1,1,1,4.142857143,29.71428571,0,0,7,85.714287,0.85714287,100,1,1,1,0.285714286,0.714285714,23,36,36.571426,13,4000,3,5,4.1428571,0.47619048,2,5.021189299,5.021189299,5.021189299,0.71428573,1.5714287,1,1,1,0.2857143,17,2.142857143,27.85714286,5,0,0,0.142857143,0.857142857,0,8.9871969,8.2940493,0
KUAMANIA C2 G1,1,1.25,4.4,35.6,0,0,5,80,0.60000002,80,1,0.8,1,0.4,0.8,23,53,132.8,30,4000,3,6,4.4000001,2.3,3,5.021189299,5.021189299,5.021189299,0.80000001,1.2,0.2,0.80000001,1,0.40000001,17,2.8,22.4,4.2,0.6,0,0.8,0.2,0,8.9871969,8.2940493,0
KUANRBAGA C1 G1,1,1,3.75,38.75,0,0,4,50,0.25,75,0,1,1,0,1,32,53,94.916664,21,2875,3,5,3.75,0.91666663,2,5.084576278,5.130333768,5.119338384,1,0,0,1,1,0,12,2.5,33,5,0,0,0.5,0.5,0,8.9871969,7.71247435,0
KUANRBAGA C2 G1,1.5,1,3.75,40,0,0,4,100,0.5,50,0,0.75,1,0,1,27,53,136.66666,26,2000,3,5,3.75,0.91666663,2,5.130333768,5.130333768,5.130333768,1,0,0,0.75,1,0,12,3,27.75,5,0,0,1,0,0,8.9871969,7.6009026,0
KUBAPADA C1 G1,1,1,3.2,41.66666667,0,0,6,50,0.66666669,50,0,0.833333333,1,0,1,30,54,71.466675,24,3300,2,4,3.2,1.2,2,5.278753601,5.278753601,5.278753601,1,0,0,0.83333331,0.83333331,0,1,3.833333333,18,5,0,0,0.333333333,0.166666667,0.5,8.9871969,8.1605186,0
KUBAPADA C2 G1,1,1,4,31.75,0,0,4,100,1,75,0,1,1,0,1,29,38,18.249998,9,3000,4,4,4,0,0,5.311753861,5.33243846,5.327358934,1,0,0,1,1,0,1,5,21.75,5,0,0,0,0,1,8.9871969,8.0063677,1
KUBAPADA C3 G1,1,1,3.5,40.5,0,0,4,100,1,100,0,0.75,1,0,0.5,30,51,77.666664,21,3000,2,4,3.5,1,2,5.267171728,5.33243846,5.284430734,0.5,0.33333331,0,0.75,1,0,1,5,26,5,0,0,0,0,1,8.9871969,8.0063677,1
KUBEDEGA C1 G1,0.4,0,4,37.8,0,0,5,100,1,80,1,1,1,0,0,28,48,53.199997,20,3300,3,5,4,1,2,5.021189299,5.113943352,5.076640444,0,0,1,1,1,0,33,2,25.2,4.2,0.4,0,0,1,0,8.922658,8.1605186,1
KUBEDEGA C2 G1,1,1.25,4.285714286,42.85714286,0,0,7,100,0.5714286,57.142857,1,0.571428571,1,0.285714286,1.285714286,29,54,90.476189,25,3642.8572,2,7,4.2857141,2.5714288,5,5,5.096910013,5.037711007,1.2857143,2.5714288,1,0.5714286,1,0.2857143,33,3,33,5,0,0,1,0,0,8.9871969,8.1605186,0
KUBEDEGA C3 G1,1,1.333333333,4,42.83333333,0,0,6,50,0.5,50,1,0.5,1,0,0,27,54,85.366669,27,3083.3333,2,7,4,3.6000001,5,5,5,5,0,0,1,0.5,1,0,33,3,17.66666667,5,0,0,0.5,0.333333333,0.166666667,8.8536654,8.08344315,0
KUBEDEGA C5 G1,0.75,0,3.25,36.75,0,0,4,75,0.75,100,1,0.25,1,0.5,2.5,24,51,124.91667,27,3000,3,4,3.25,0.25,1,5,5,5,2.5,5.666667,1,0.25,1,0.5,33,3.5,17,4,0.75,0,0.75,0,0.25,8.9871969,8.0063677,0
KUBEDEGA C7 G1,0.5,0,3.75,37,0,0,4,100,0.75,75,1,0.75,1,0.75,1.75,29,45,43.333336,16,3000,3,5,3.75,0.91666663,2,4.447158031,5.021189299,4.920384242,1.75,1.5833335,1,0.75,1,0.75,33,3,24,5,0,0,1,0,0,8.9871969,8.0063677,0
KUCHADEGA C1 G1,3,0,3.75,32.75,0,0,4,50,0.75,75,0,1,1,1,2.75,22,48,147.58333,26,3875,3,5,3.75,0.91666663,2,4.77815125,4.77815125,4.77815125,2.75,0.25,0,1,1,1,20,3.75,17.75,5,0,0,0.25,0.25,0.5,8.9871969,8.2940493,0
KUCHADEGA C3 G1,2.333333333,0,4,44.16666667,0,0,6,100,0.83333331,100,0,0.666666667,1,1,2,34,53,45.366669,19,4000,3,5,4,0.79999995,2,3.77815125,4.77815125,4.707570176,2,0,0,0.66666669,1,1,20,3,16.33333333,5,0,0,1,0,0,8.9871969,8.2940493,0
KUCHINDA C1 G1,1.5,2.5,4,34,0,0,4,75,0.25,100,1,1,1,0,0,26,46,72.666656,20,4500,4,4,4,0,0,5.079181246,5.204119983,5.157610119,0,0,1,1,1,0,34,3.5,1,5,0,0,0.75,0,0.25,9.01750895,8.40562105,0
KUCHINDA C10 G1,0.25,1.75,4,37.5,0,0,4,100,1,75,1,1,1,0,1,34,40,6.9999995,6,3875,3,5,4,0.66666669,2,5.079181246,5.113943352,5.092545208,1,0,1,1,1,0,34,5,21.25,5,0,0,0,0,1,8.9871969,8.2940493,1
KUCHINDA C11 G1,2,2.5,4,36.5,0,0,4,50,0.25,75,1,0.5,1,0.25,0.875,23,50,169.66667,27,3250,3,5,4,0.66666669,2,4.84509804,5.161368002,5.031408464,0.875,0.39583337,1,0.5,1,0.25,34,3,22,1,2,0,0.25,0.5,0.25,8.9871969,8.08344315,0
KUCHINDA C18 G1,3,3,3.8,34.6,0,0,5,60,0.40000001,100,1,1,1,0,1,30,38,11.799999,8,3000,3,5,3.8,0.69999999,2,5.079181246,5.176091259,5.113943352,1,0,1,1,1,0,34,3,12,5,0,0.2,0.6,0,0.2,8.9871969,8.0063677,0
KUCHINDA C19 G1,1.5,3.333333333,4.5,38.75,0,0,4,50,0.75,25,1,0.75,1,0,1,27,53,128.25,26,3150,4,5,4.5,0.33333331,1,5,5.176091259,5.096910013,1,0,1,0.75,1,0,34,4.5,16,5,0,0,0.25,0,0.75,8.9871969,8.0063677,0
KUCHINDA C21 G1,2.5,2.5,3.25,39,0.25,0,4,50,0.5,100,1,1,1,0,1,32,52,84.666672,20,3000,2,4,3.25,0.91666663,2,5.041392685,5.204119983,5.130333768,1,0,1,1,1,0,34,3.5,17,5,0,0.25,0.25,0,0.5,8.9871969,8.0063677,0
KUCHINDA C3 G1,3,2.75,4,37.25,0,0,4,50,0.75,100,1,1,1,0,0,21,53,274.91663,32,3750,4,4,4,0,0,5.079181246,5.161368002,5.126293791,0,0,1,1,1,0,34,2.5,29.5,5,0,0.25,0.75,0,0,8.9871969,8.2940493,0
KUCHINDA C5 G1,1.857142857,2.5,3.857142857,36.85714286,0,0,7,85.714287,0.71428573,85.714287,1,0.857142857,1,0,0.302857143,24,50,137.4762,26,3785.7144,3,5,3.8571429,0.80952376,2,5.079181246,5.204119983,5.132625547,0.30285713,0.2280238,1,0.85714287,1,0,34,2.142857143,33,5,0,0,0.142857143,0.857142857,0,9.047821,8.2940493,0
KUCHINDA C6 G1,2.2,2.333333333,5.4,48.2,0,0,5,80,0.40000001,80,1,0.6,1,0.2,0.86,39,53,33.700001,14,3400,3,9,5.4000001,5.3000002,6,4.698970004,5.146128036,4.991226076,0.86000001,0.248,1,0.60000002,1,0.2,34,4.4,33,5,0,0,0,0.2,0.8,8.9871969,8.1605186,0
KUCHINDA C9 G1,1.75,1.666666667,3.75,39.75,0,0,4,50,0.25,50,1,0.75,1,0.25,1.125,30,49,76.916672,19,3125,2,6,3.75,2.9166667,4,4.875061263,5.161368002,5.079181246,1.125,0.0625,1,0.75,1,0.25,34,3.75,10,5,0,0,0.25,0.25,0.5,8.9871969,8.0063677,0
KUDABAGA C3 G1,1,1,5.5,45.25,0,0,4,100,0.75,50,0,0.75,1,0.25,1.25,41,49,14.916666,8,3625,4,9,5.5,5.666667,5,5.079195722,5.267171728,5.20071647,1.25,0.25,0,0.75,1,0.25,12,3,21,5,0,0,1,0,0,9.0179501,8.1605186,0
KUDABAGA C5 G1,1,1,4,41.5,0,0,4,75,0.25,100,0,0.75,1,0,1,31,48,57.666668,17,3450,4,4,4,0,0,5.255272505,5.857332496,5.498310554,1,0,0,0.75,1,0,12,2.75,16,5,0,0,0.75,0.25,0,8.9871969,8.1460247,0
KUDADERA C3 G1,0.25,0,4.5,39.5,0,0,8,100,0.875,37.5,1,1,1,0.125,1,26,48,43.428574,22,4000,3,6,4.5,1.1428571,3,3.903089987,4.903089987,4.819543936,1,0.28571427,0.125,1,1,0.125,26,5,3.625,5,0,0,0,0,1,8.9871969,8.2940493,0
KUDALOI C2 G1,0.8,0,4.2,34.8,0,0,5,100,0.80000001,60,0,0.8,1,0,0.140000001,22,47,90.700005,25,3500,2,5,4.1999998,1.7,3,4.698970004,4.698970004,4.698970004,0.14,0.040499996,0,0.80000001,1,0,20,5,20.6,5,0,0,0,0,1,8.9871969,8.1605186,0
